#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01756	-0.0102329	-0.0235989	-0.0175213	-0.0256568	0.00121142	-0.00120513	0.00107862	-0.000736535	-0.00363532	0.000228417
HG01757	-0.00998422	-0.0264437	-0.0154832	-0.0303257	-0.00125295	-0.00111825	0.00249596	0.000426048	0.00189319	0.000187207
HG01761	-0.0105773	-0.0265908	-0.0195717	-0.0137146	-0.000262665	-0.000857924	0.00210647	-5.10136e-05	-0.00122071	0.000274929
HG01762	-0.0102056	-0.0230462	-0.011156	-0.0234322	0.00117852	-0.00591987	-0.00106644	-0.00246834	0.00212977	-0.000550903
HG01765	-0.00836257	-0.0275098	-0.0120489	-0.0275023	-0.00123148	0.0028008	0.00348269	-0.00112472	0.001547	-0.00292626
HG01766	-0.00767102	-0.0243871	-0.0126906	-0.0126424	0.00042555	0.000337043	0.00155187	-0.00073062	0.000723384	-0.00476062
HG01767	-0.010342	-0.0217962	-0.0103483	-0.0187322	-0.000127757	-0.00140679	-0.000881679	-0.00216076	0.00239115	-0.00132753
HG01768	-0.0117809	-0.0229531	-0.0170197	-0.0243618	-0.0015059	-0.00121722	0.00119359	-0.00134851	0.000513484	-0.00176897
HG01770	-0.00878429	-0.0233141	-0.0144607	-0.0248382	0.00261359	-0.00431441	-0.00553357	0.0011169	-0.000142272	0.000794023
HG01771	-0.0109479	-0.0259666	-0.0149854	-0.0216768	0.00278253	-0.00344892	-0.00179059	-0.00044807	0.00178182	0.000821855
HG01773	-0.0103704	-0.023504	-0.0182073	-0.0144537	-0.000723747	-0.00216389	-0.0021724	-0.00127791	-0.00197598	-0.00103763
HG01775	-0.0106749	-0.0234412	-0.0119699	-0.0184	0.00206709	0.00142828	0.000390801	-8.76107e-05	-0.00116062	-0.00135663
HG01776	-0.0109611	-0.0222906	-0.0106542	-0.0207133	0.00150631	0.000711403	0.00072795	-0.00100513	-0.00181069	0.000210248
HG01777	-0.0108761	-0.0226878	-0.0142875	-0.0161704	-0.000850282	-0.00264913	-0.00065746	8.28511e-05	0.00217495	0.00290681
HG01779	-0.011046	-0.0254315	-0.0203967	-0.0254467	-0.00130015	-0.000826527	0.00425329	-0.00165184	0.00234343	0.00172317
HG01781	-0.0098501	-0.0239901	-0.0154645	-0.0126854	-0.000743357	-0.00097748	0.00290475	-0.00195287	-0.000286485	-0.00277297
HG01783	-0.0100871	-0.0242562	-0.0163349	-0.0119897	0.000699859	-0.0037123	0.00228715	-0.00276348	0.000388505	-0.00235898
HG01784	-0.00917294	-0.0229261	-0.0169961	-0.0236016	-0.000466588	-0.00154852	0.00269635	-0.000594175	0.00240054	-0.00130304
HG01785	-0.0116258	-0.025345	-0.0106269	-0.025187	-0.00123752	0.000458914	0.000223573	-0.00232228	0.00165676	-0.000106155
HG01786	-0.0111845	-0.0217453	-0.0149493	-0.0122253	-5.5081e-06	0.00221748	0.00264802	0.000928444	-0.00048461	-0.00122499
HG01789	-0.0106891	-0.0266939	-0.0147809	-0.0306461	0.000364252	0.00339315	0.000628801	0.000509587	0.000454633	0.000544343
HG01790	-0.0111451	-0.0273813	-0.00970786	-0.00920175	-0.00162047	-0.00107913	0.00302882	-0.000671433	-0.00375268	-0.0022073
HG01791	-0.0106306	-0.028055	-0.0107193	-0.0164513	0.000728889	-0.00225233	-0.00120678	0.000851774	0.00135765	0.00172608
HG01794	-0.0148252	0.0334484	0.00418483	-0.01815	-2.28204e-05	-0.00274898	-0.00240592	-0.000516226	0.00129609	0.00148495
HG01795	-0.0148862	0.0389816	-0.00267021	-0.0148819	0.00173568	-0.00154665	-0.000465015	0.00200385	0.000514576	-0.0029298
HG01796	-0.0146678	0.0361393	-0.00912288	-0.0155952	0.00331943	-0.00184265	0.00197285	0.00228533	-0.00161046	-0.000372623
HG01797	-0.0139764	0.034436	-0.00143872	-0.0143021	-0.000751602	0.000598394	0.00160018	0.00135831	0.0011189	-0.000309422
HG01798	-0.0149501	0.0321957	-0.00707739	-0.015618	-0.00097757	-1.48625e-05	0.000449859	-0.00176757	0.000418546	0.000633264
HG01799	-0.0153202	0.0384061	-0.00443053	-0.0183029	0.00132835	0.00147663	0.000702049	0.002713	0.00157234	-0.00324452
HG01800	-0.0137535	0.034295	0.000126095	-0.00134698	0.0006974	-0.000754087	-0.000707932	6.10147e-06	0.000224207	-0.00158587
HG01801	-0.0138154	0.0359245	0.000687987	-0.0142109	0.000282769	0.000398997	-0.000438087	0.000350414	-0.00017194	0.00179674
HG01802	-0.0151173	0.0377152	-0.00450382	-0.0147529	-9.62076e-05	0.00182886	-0.00049234	-0.000789172	-0.00054474	-0.0016789
HG01804	-0.0151074	0.0420343	-0.00930402	-0.0154264	0.0012851	-0.00137801	0.000828362	0.00137999	0.000921417	-0.000423315
HG01805	-0.0143842	0.0392423	-0.00869439	-0.00982549	-0.000923884	-0.00220479	0.00353545	0.000226729	-0.000114939	-0.00135036
HG01806	-0.014264	0.0346995	-0.00399664	-0.00963739	0.00192823	0.00193472	0.00288497	0.00272031	0.00217684	-0.00136283
HG01807	-0.0146089	0.0358466	-0.00619634	-0.011664	-0.000103978	-0.000731962	0.002072	0.000855432	0.00143557	-0.000780828
HG01808	-0.0144482	0.0375601	-0.00485983	-0.0181428	-0.0013707	0.000106503	0.000362661	0.00122017	5.82605e-05	-0.00252758
HG01809	-0.014263	0.0362995	-0.00725067	-0.0135841	0.000185601	0.00028524	0.00152837	0.000367145	0.00136808	0.000466217
HG01810	-0.0138431	0.0376669	-0.00425875	-0.00423362	1.84433e-05	-0.00262275	0.000721394	-0.000335635	-0.000131197	-0.000532921
HG01811	-0.0145193	0.0358502	-0.00154275	-0.00853894	0.00208689	0.00165992	-0.00025279	-0.000241119	-3.84657e-05	-0.00203957
HG01812	-0.0150343	0.0371792	-0.00758213	-0.0111151	-0.000358866	-0.00134572	-0.000559064	0.000167193	-0.000426847	-0.00161221
HG01813	-0.0154866	0.0373888	-0.00484571	-0.0161974	-0.0012708	-0.000744334	0.00128765	0.00283897	0.000403955	-0.00396128
HG01815	-0.0148771	0.03764	-0.00682655	-0.0170981	-0.000390696	-0.000847067	0.00151547	-0.00179924	0.000101604	-0.00104602
HG01816	-0.0156588	0.0391047	-0.00147469	-0.0148568	0.00135083	-0.000466458	0.00107024	-0.000352441	0.00247152	-0.00182008
HG01817	-0.0155862	0.0291946	-7.22271e-05	-0.00428838	-0.000576705	0.00127888	0.00188456	0.00280519	0.000240405	-0.00251351
HG01840	-0.0146561	0.0361656	-0.00678605	-0.0206057	0.000597824	-1.67735e-05	0.00169134	0.00155541	0.00177275	-0.00258415
HG01841	-0.0149246	0.0414227	-0.00726155	-0.0103919	2.41802e-05	-0.000968976	0.00240619	0.00312258	-2.91826e-05	-0.000551427
HG01842	-0.015443	0.0332336	-0.00194432	-0.00475269	0.00323664	-0.00043314	0.00181789	0.000632184	-0.000278314	-0.00284201
HG01843	-0.014918	0.0355914	-0.00209417	-0.0169989	0.000419688	-0.000308659	0.00119069	-0.000486694	-0.00125051	-0.00267176
HG01844	-0.0151554	0.0295835	-0.000858612	-0.0185074	0.00270397	-0.000886418	-5.17001e-06	1.99059e-05	0.00175947	-0.00371579
HG01845	-0.0149469	0.0359128	-0.00397263	-0.0119595	0.000491791	-0.000411409	0.00176789	-0.000403627	0.00037649	-0.00220548
HG01846	-0.0133487	0.032821	0.00249492	-0.0072461	0.0010005	-0.00182779	0.00272242	0.00132283	-0.00109556	-0.00307052
HG01847	-0.0135593	0.0321871	-0.00131356	-0.0078287	-4.72987e-05	-0.00080981	-0.000726959	0.00148488	-0.00148145	0.00027525
HG01848	-0.0152777	0.0331159	0.00231147	-0.0114503	-0.000297099	-0.00110074	0.00127274	-0.00152351	-0.000155728	-0.000847404
HG01849	-0.0154959	0.0338016	-0.00335644	-0.00257527	-5.10782e-05	-0.000464703	0.00110608	-0.000329829	0.000567708	-0.000394736
HG01850	-0.0146086	0.0336641	-0.00109545	-0.0162785	0.00063298	-0.00117977	-0.00237689	-0.000497759	0.00139276	-0.00134724
HG01851	-0.0138871	0.0346679	-0.00386592	-0.0186656	0.000688089	7.19519e-05	0.00218796	-0.00193954	0.00161629	-2.30675e-05
HG01852	-0.014314	0.0338334	0.00340874	-0.0082586	-0.000712178	0.0037673	-0.000703488	0.00236523	0.00296197	0.00279683
HG01853	-0.015942	0.0353696	-0.00325703	-0.013232	0.000151549	-0.00090914	0.000777416	0.00164115	-0.00029622	0.000478718
HG01855	-0.0146769	0.0354496	2.03528e-05	-0.0187662	-0.000527296	-0.00261311	0.00122409	0.000571427	4.38511e-05	-0.00130057
HG01857	-0.013975	0.0302042	0.00738658	-0.0199395	0.00299381	0.000170888	0.000630128	0.000333077	0.000101164	-0.00200435
HG01858	-0.01466	0.0345572	-0.00260058	-0.0133408	0.000833326	-0.00223509	0.000282254	-0.00214197	0.000538204	-0.00306858
HG01859	-0.0141153	0.037054	-0.00232971	-0.014463	-0.00114764	-0.000838133	0.000372226	-0.00141972	6.44113e-05	-0.00252936
HG01860	-0.0138727	0.0320856	-0.00173518	-0.0117325	-0.00154825	0.000436473	0.00256204	-0.00129408	-4.80894e-05	-0.00112036
HG01861	-0.0154842	0.0371395	0.00425038	-0.0235315	-0.000168753	-0.00326716	0.00225681	0.00108884	-0.00106878	-0.00171459
HG01862	-0.0150924	0.0324509	-0.0032844	-0.0146593	0.000740312	0.000689513	0.000905288	-0.0025509	-0.000672658	0.00203783
HG01863	-0.0140028	0.0411462	-0.00180565	-0.0118799	0.0002684	-0.00163559	-0.000674885	9.61852e-05	-0.00104353	-0.00167802
HG01864	-0.01483	0.0389266	-0.00116428	-0.010358	0.00187454	-0.00302974	-4.60492e-05	0.000989616	0.00258481	-0.00097113
HG01865	-0.0158069	0.033877	-0.00383447	-0.00885519	-0.00101819	-0.00105395	0.00150544	-0.00218786	-0.00201679	-0.00341549
HG01866	-0.0150432	0.0390077	0.00171674	-0.0117331	0.000623048	-0.00162457	0.000526388	0.000700073	0.00229005	-0.00166042
HG01867	-0.0150283	0.0338997	0.0016352	-0.0075167	0.00085596	-0.00146908	0.00341328	0.00305898	0.00190428	-0.00331127
HG01868	-0.0141381	0.0354555	-0.00204229	-0.0174797	0.00104131	0.000772178	-0.000155319	0.0001517	0.000215795	-0.000575928
HG01869	-0.014381	0.0345369	-0.0060067	-0.0122863	-0.000456762	-0.00189055	0.00379994	0.00354454	-0.000667491	-0.00125895
HG01870	-0.0147982	0.0342643	-0.00332276	-0.00466562	-0.00141231	0.0017607	0.00169394	-0.000849944	0.000493395	-0.00398335
HG01871	-0.0141569	0.0363254	-0.00349027	-0.0182603	0.00149	0.00282008	0.0019977	-0.000709786	0.00225373	-0.000213391
HG01872	-0.0146009	0.0356334	-0.00240258	-0.0151687	-0.0014732	-0.00213607	0.00312287	0.00171355	-0.000859996	-0.00208676
HG01873	-0.0143065	0.0432883	-0.00629959	-0.0184302	-0.00235994	0.000732031	-0.000705373	-0.00194917	-0.000622978	0.000791292
HG01874	-0.0140648	0.0355891	0.00501329	-0.00997754	0.000933048	-0.00310882	-0.000154209	0.00204255	-0.000166456	0.00158555
HG01878	-0.0146459	0.0294904	0.00947632	-0.0111016	0.0019016	-0.000669877	-0.000454068	0.000892625	0.00186362	0.00212339
HG01879	0.0253891	-0.00451274	-0.007251	0.00166921	-0.00301697	0.0339776	0.00621976	0.025189	0.0125728	0.0163141
HG01880	0.0117563	0.0026868	0.0201197	0.00976652	0.00707699	0.0138355	-0.00310772	-0.000148157	-0.000981784	-0.00709912
HG01882	0.0314653	-0.000848985	-0.000509758	0.0072488	0.0161069	0.0177931	-0.00732475	-0.0222718	0.00382531	-0.00269603
HG01883	0.0176621	-0.0105869	-0.00455501	-0.00187473	0.0116126	-0.000431052	-0.00238867	-0.00486902	0.000194737	0.00223755
HG01885	0.0296984	-0.000707501	0.00303029	0.000846691	-0.000578448	0.0157514	-0.00534079	-0.0224287	-0.00237538	0.00579085
HG01886	0.0168639	-0.0108138	-0.0087337	-0.0110143	0.00826758	0.0201599	0.00878835	0.00294477	-0.0233923	0.00536596
HG01889	0.0373547	0.00417059	-0.00145534	0.00642676	0.0136017	0.0146571	0.00726005	-0.014124	-0.00321811	-0.000506624
HG01890	0.0376382	0.00580185	-0.00348732	0.00140397	-0.0145503	0.0384535	0.00713569	0.000185017	-0.0158866	0.0375882
HG01892	-0.0112854	-0.00264014	-0.0364411	0.0652701	-0.00102823	0.00108061	-0.000481913	0.00220285	-0.000640169	0.000810942
HG01893	-0.0139004	-0.00195978	-0.034352	0.0720917	-0.0027682	-0.000737256	-0.000692937	0.000620748	0.0026565	0.00122472
HG01894	0.0277173	-0.00191469	-0.00234704	-0.00732404	0.00734145	0.0325317	-0.00121028	0.00227347	-0.00843982	0.00414798
HG01896	0.0345612	0.00377731	0.00310187	-0.00167582	0.00081027	0.00827282	0.00441174	-0.00318952	-0.00198979	-0.00915321
HG01912	0.0296334	-0.00120173	0.00346488	-0.00499682	0.00200047	0.0244572	-0.0034328	-0.019877	0.00470271	0.00271679
HG01914	0.0207337	-0.00651462	-0.00608899	-0.00400052	0.00598947	0.000676363	-0.00650881	0.0108954	0.00294346	-0.00237144
HG01915	0.0333883	0.00185994	-0.000308144	-0.000699434	0.00256255	0.0577302	0.00207219	-0.0254745	-0.0156475	0.00598115
HG01917	-0.0151718	0.00367826	-0.0396835	0.0645185	-0.000424724	-0.000870357	-0.00274284	-0.000661271	-0.000468818	0.00245533
HG01918	-0.0142875	-0.00682083	-0.0287491	0.0404311	0.000539515	-0.000872925	-0.00347757	-0.00132703	0.00131653	-0.000455384
HG01920	-0.0146518	0.00587681	-0.0464031	0.095341	-0.000581989	-0.00158408	-0.00192469	-0.00110884	0.00312619	0.000891114
HG01921	-0.0132069	0.00382162	-0.0373065	0.0786232	-0.000239762	-0.00126671	-0.00211916	-0.00274795	-0.00115881	0.00104182
HG01923	-0.0155203	0.00695316	-0.0472504	0.0924866	-0.00145774	0.000988816	-0.00163671	0.000432517	0.00281755	9.29046e-05
HG01924	-0.00158253	0.00337225	-0.0299164	0.0526322	-0.00175019	0.00522913	-0.00376151	-0.00308824	0.000136296	-0.00529069
HG01926	-0.0156941	0.00872299	-0.0431123	0.0961097	-0.000382293	0.00293998	-0.000986614	0.00205675	-0.00182863	0.000619638
HG01927	-0.0165585	0.00717193	-0.0447432	0.0887486	-0.000174675	-0.000734137	-0.00356237	-0.000979327	-0.00102477	0.00163997
HG01932	-0.0142301	-0.00380232	-0.0401511	0.0679732	-0.00119521	0.00137971	-0.000702284	-0.00203214	0.00181036	-0.00102333
HG01933	-0.00442279	0.00209564	-0.0300122	0.0646843	0.000267019	-0.000314571	-0.00664743	-0.00383375	0.00486035	0.00196317
HG01935	-0.0136803	-0.00397239	-0.0319034	0.0479505	0.00104817	-0.00207507	-0.0011976	-0.00131979	0.000425941	0.000559899
HG01936	-0.01523	0.00417283	-0.0435601	0.0913455	-0.00185333	-0.000789631	-0.00360538	0.000920586	0.0017146	0.000656806
HG01938	-0.015447	0.00431796	-0.040162	0.0864818	-0.00159914	0.000278831	-0.00221392	-0.00130157	-0.000396373	-0.000410391
HG01939	-0.0104463	-0.00755029	-0.0290272	0.026171	-0.000483657	-0.000569364	-0.00227645	-0.000380936	-0.00139271	-0.00110524
HG01941	-0.0109254	0.0043118	-0.040262	0.0848155	0.000331833	0.000894142	0.0012277	-0.000451509	-0.00124484	0.00155763
HG01942	-0.00992527	0.00305193	-0.0317115	0.0546938	0.00316598	-0.00660978	-0.00459188	0.00198318	-0.00274453	0.00325421
HG01944	-0.0144267	0.0229995	-0.0153873	0.0157896	0.00121373	-0.000223938	-0.00185616	0.000912695	6.79927e-05	0.000725702
HG01945	-0.0131655	4.81259e-05	-0.0399835	0.082099	-0.000468856	-0.00121981	0.000719283	0.000578701	0.00168015	0.00138773
HG01947	-0.00702633	-0.006058	-0.0227274	0.0421709	0.000472594	-0.00729502	0.00161182	-0.00191348	0.00352241	0.00860069
HG01948	-0.0146778	0.00858403	-0.0266082	0.0732502	8.09328e-06	0.00237964	-3.201e-05	-0.00063103	0.00182199	0.00146629
HG01950	-0.0152489	0.0112395	-0.0393038	0.0861569	-0.00149142	-0.000996233	-0.00298755	-0.0032478	0.000326451	0.00495973
HG01951	-0.0155891	0.00399013	-0.0373493	0.0874584	-0.000851127	0.000259172	-0.000815852	-0.000309684	0.000365242	0.000239804
HG01953	-0.0144761	0.00239705	-0.0347196	0.0605328	-0.00202077	0.000500693	-0.0028191	-0.0025184	0.00125468	0.00129937
HG01954	-0.0144354	0.0050973	-0.0339011	0.0538373	-0.000228853	0.000288896	-0.00367448	-0.00174064	0.00190448	0.00252354
HG01956	0.0360684	0.00359903	0.00163511	0.00572059	0.00942537	0.0322702	-0.00757499	-0.0335644	0.00456972	0.0161771
HG01958	0.0348789	0.00380002	-0.00274738	0.000709239	0.0103794	0.0314375	-0.00631576	-0.00225845	-0.00772132	0.0146081
HG01961	-0.0148078	0.0065654	-0.0406999	0.0742645	-0.00111838	-0.00015915	-0.000211886	-0.000781088	0.000697952	0.000451102
HG01965	0.00836575	0.00610186	-0.0229513	0.0327588	0.00743281	0.0171561	-0.00437264	0.00276469	-0.00167704	0.00627723
HG01967	-0.00803534	-0.00514738	-0.0325938	0.0527123	0.00237173	-0.000376385	0.000535371	0.00389734	0.000496005	-0.000202259
HG01968	-0.0153336	0.00786839	-0.0438062	0.0970706	-1.75017e-05	0.00156383	-0.00249013	-0.00171163	0.00151297	0.00238052
HG01970	-0.0130604	-0.00330229	-0.0415597	0.0750261	-0.00094635	0.00148799	-0.000334655	0.000157559	0.00174474	0.00138731
HG01971	-0.00307923	-0.00233021	-0.0249621	0.0228645	-0.00416177	0.0025871	-0.00264557	-0.00290951	0.00184222	-0.00200486
HG01973	-0.0158323	0.0038806	-0.0467792	0.0995477	3.10041e-06	0.00125897	-0.00323877	0.00157962	0.000627474	0.000513703
HG01974	-0.0156532	0.00202569	-0.0382393	0.0814679	0.000307005	0.00381837	-0.00111039	-0.000366921	-0.00171272	2.54649e-05
HG01976	-0.01511	0.00560323	-0.0461066	0.0908283	-0.00177446	0.000706296	-0.00395088	0.0010413	-0.000352236	0.000721237
HG01977	-0.0140011	-0.00143128	-0.0390103	0.0698092	-0.000563559	0.00200918	-0.000472648	-0.00199458	-0.00127045	-0.00113884
HG01979	-0.0145098	-0.00450772	-0.0360381	0.0505647	0.000904807	-0.00405291	-0.00335586	0.0010538	0.00126821	0.00374982
HG01980	-0.0142379	-0.00617392	-0.035722	0.0676243	-0.00011511	0.0023179	-0.00334182	-0.000616526	-0.00128886	0.000455552
HG01982	-0.0114875	0.00388932	-0.0345147	0.0471108	0.000394142	-0.00302963	-0.00113996	-2.25546e-05	0.000874263	-0.00194055
HG01985	0.0334015	0.001439	-0.00225077	-0.00213022	0.01677	0.000191849	-0.00733902	0.0112275	-0.00787286	0.00288441
HG01986	0.0258597	-0.00241716	-0.00210885	-0.00460446	0.00842888	0.0154076	0.00229349	-0.0118915	0.0100798	0.00480457
HG01988	0.00497527	-0.0186718	-0.00758844	-0.00892451	0.000441374	0.0111338	0.00264384	0.00375576	-0.00587557	0.00362184
HG01989	0.0140404	-0.0038741	-0.00852731	0.000452559	0.00290426	0.0130994	-0.00709345	-0.00174602	-0.000261058	-0.000280155
HG01990	0.028361	0.00719848	-0.00466267	-0.00477335	0.0125781	0.0204552	0.00553599	0.0125006	0.000576527	0.00975661
HG01991	-0.0136989	-0.00214762	-0.0448639	0.0841989	-0.00187753	-0.00131729	-0.00426464	-0.00176767	0.00269682	0.00161268
HG01992	-0.0154879	0.00756613	-0.0472849	0.110239	-0.00118685	-0.000266981	-0.00445599	-0.00212607	-0.00141284	0.000385044
HG01997	-0.0146114	0.00361338	-0.0369443	0.0783033	-0.00160745	0.000413944	-0.000982512	-0.00108962	0.000721413	0.0013681
HG02002	-0.0136575	0.00352163	-0.0397639	0.0869652	-0.00237903	-0.000181893	-0.00362766	-0.000243015	0.00196848	0.00222411
HG02003	-0.0151364	0.0101054	-0.0474874	0.101196	-0.00095999	0.00187016	-0.00315028	0.00135971	-0.000500376	0.00220317
HG02006	0.000317387	-0.000307051	-0.025785	0.0477366	-0.014236	0.00682647	0.00523799	-0.00552593	0.00190392	-0.0041835
HG02008	-0.0137749	0.0040129	-0.0336316	0.0677992	-0.00123507	0.00228822	-0.000416355	-0.00167793	0.000238543	-0.000309396
HG02009	0.0299884	0.00102026	-0.00424028	-0.00726841	0.0162036	0.0055772	-0.00962933	6.6079e-05	0.00117647	0.0018066
HG02010	0.0206245	-0.00470399	-0.00657274	-0.0127085	0.00391532	0.00711248	0.000106886	0.00973413	0.00469473	0.0211609
HG02012	0.031323	0.00234074	2.64933e-05	-0.000153155	0.018247	0.0116054	-0.0130574	0.00385775	0.00442116	0.0110775
HG02013	0.0313075	0.0031469	0.00161465	4.63176e-05	0.00756704	0.0216549	0.000865558	-0.0204876	-0.00595108	-0.00415868
HG02014	0.0324115	0.00457858	-0.00106099	0.00343985	0.00796067	0.0374882	-0.00309445	0.00467368	0.00358708	0.013715
HG02016	-0.0151134	0.0297107	0.00489526	-0.011007	0.000332236	-0.00132845	-0.000125148	-0.000375556	-0.000938561	-0.00250391
HG02017	-0.0155407	0.0350581	-0.00661299	-0.015217	0.00158934	0.000171474	-0.001015	0.000350923	-0.00124089	0.000686683
HG02019	-0.0142303	0.0348033	-0.00278248	-0.0135652	0.00119392	6.01387e-05	0.000799353	-0.000241606	-0.000167394	-0.00143039
HG02020	-0.0140447	0.0326002	-0.00679298	-0.0148	0.00150361	-0.000349236	-0.00156351	0.00112391	0.00183682	0.00132906
HG02023	-0.014119	0.0316037	-4.03218e-05	-0.0094603	0.000235	-0.00389259	0.00407473	0.00165578	0.00142228	-0.00261705
HG02025	-0.0158259	0.0352194	-0.00712666	-0.019161	0.00022298	-0.00138615	0.00160125	-0.00142854	-0.000953071	0.00117416
HG02026	-0.0142524	0.0378065	-0.00734994	-0.0198375	0.000321802	-0.000965957	0.00152047	0.00102394	0.00348512	-0.00103878
HG02028	-0.01536	0.0343476	0.000153188	-0.0181919	0.000386805	0.00110505	-0.000806171	-0.000467019	0.00110096	-0.00145282
HG02029	-0.0153347	0.0319406	-0.0074074	-0.00515558	-0.00120004	0.0018906	-5.39036e-05	-0.000420183	-0.000152642	-0.00077958
HG02031	-0.0142471	0.0332761	-0.0066047	-0.0140504	-0.000313485	-0.00105281	-4.15868e-05	0.000759297	0.000170144	-0.000608547
HG02032	-0.0150891	0.0386024	-0.00134112	-0.00387047	-0.000429672	-0.000108006	-0.00192081	-0.00447071	-0.000739932	0.00371023
HG02035	-0.0148947	0.0319045	-0.00749472	-0.00671484	-0.000166766	0.00243108	0.00356976	0.000314963	0.00143683	0.0004486
HG02040	-0.0139484	0.0334846	-0.00555898	-0.0139447	-1.2246e-06	0.000648977	0.0020323	-0.000277396	0.001021	-0.000308322
HG02047	-0.0140534	0.0309307	-0.0105967	-0.0126382	-0.00220401	0.00227622	0.000641789	-0.0017584	-0.000343174	-0.000948479
HG02048	-0.0152011	0.0330862	-0.00465579	-0.0127433	-0.000254832	0.00035092	0.000600732	0.00079855	0.000308855	-0.000464895
HG02049	-0.0142252	0.0390238	-0.00530318	-0.013452	0.000121889	-0.00266341	0.00230165	-0.000473573	-0.000319385	-0.00201172
HG02050	-0.0144911	0.0338005	-0.00695713	-0.0162355	-0.000701615	-0.000772022	0.00203271	0.000225763	0.000825738	-0.00217961
HG02051	0.0203868	-0.00535469	-0.00701415	-0.00520096	-0.00466731	0.0165735	0.00442117	-0.00115513	-0.000842162	-0.00666531
HG02052	0.0290458	-0.000666381	-0.0010732	-0.00266333	0.00141717	0.0521267	-0.00810701	0.00815284	0.00530645	0.0111755
HG02053	0.0349833	0.00421033	0.000442202	-0.00374025	0.0153194	0.014662	-0.00578108	0.000519942	6.28909e-05	-0.0043225
HG02054	0.0301272	0.00160243	-0.00414668	-0.00137636	0.00644309	0.0471054	-0.00036249	-0.0176584	-0.000948852	-0.002589
HG02057	-0.0131795	0.034898	-0.00367501	-0.0106209	0.000655823	0.00342941	0.000182771	-0.00119669	0.00165607	-0.000610414
HG02058	-0.0149861	0.0344318	-0.00462216	-0.0187817	0.000953733	0.00228325	0.000304831	2.28199e-05	0.00176771	-0.00226219
HG02060	-0.0146542	0.032979	-0.00470077	-0.00582012	-0.00200429	0.00043596	0.00193273	-0.000582244	-0.00108382	-0.000708182
